"Domain","URL","Redirect","Uses HTTPS","Enforces HTTPS","Strict Transport Security (HSTS)","Preloaded (recommended)"
"veere.nl","https://www.veere.nl","No","Yes","Yes","Yes",""
"veiligheidsregio-nhn.nl","http://www.veiligheidsregio-nhn.nl","Yes","Yes","Yes","No",""
"veiligheidsregioflevoland.nl","https://www.veiligheidsregioflevoland.nl","No","Yes","Yes","No",""
"veiligheidsregiofryslan.nl","https://www.veiligheidsregiofryslan.nl","No","Yes","Yes","Yes",""
"veiligheidsregiogroningen.nl","https://www.veiligheidsregiogroningen.nl","No","Yes","Yes","Yes",""
"veiligheidsregiomwb.nl","http://www.veiligheidsregiomwb.nl","Yes","Yes","Yes","No",""
"veiligheidsregiozaanstreekwaterland.nl","https://www.veiligheidsregiozaanstreekwaterland.nl","No","Yes","Yes","Yes",""
"veiliginternetten.nl","https://veiliginternetten.nl","No","Yes","Yes","Yes",""
"veiligtatoeerenenpiercen.nl","https://veiligtatoeerenenpiercen.nl","No","Yes","Yes","Yes",""
"veiligvakmanschap.nl","https://www.veiligvakmanschap.nl","No","Yes","Yes","Yes",""
"veldhoven.nl","https://www.veldhoven.nl","No","Yes","Yes","Yes",""
"velsen.nl","https://www.velsen.nl","No","Yes","Yes","No",""
"venjdialoog.nl","http://www.venjdialoog.nl","Yes","No","","",""
"venjinbeweging.nl","https://www.venjinbeweging.nl","Yes","Yes","Yes","No",""
"venlo.nl","https://www.venlo.nl","No","Yes","Yes","Yes",""
"venray.nl","https://www.venray.nl","No","Yes","Yes","Yes",""
"venvn.nl","https://www.venvn.nl","No","Yes","Yes","No",""
"vera-2r.nl","https://www.vera-2r.nl","No","Yes","Yes","Yes",""
"veranderingenkinderopvang.nl","https://www.veranderingenkinderopvang.nl","No","Yes","Yes","Yes",""
"verbeteruwhuis.nl","http://www.verbeteruwhuis.nl","Yes","Yes","Yes","Yes",""
"verbredinga27a1.nl","https://www.verbredinga27a1.nl","No","Yes","Yes","Yes",""
"verkeersonderneming.nl","http://www.verkeersonderneming.nl","No","No","","",""
"verkeersveiligheid2030.nl","https://www.verkeersveiligheid2030.nl","No","Yes","Yes","No",""
"verkeersveiligheidscampagnes.nl","https://www.verkeersveiligheidscampagnes.nl","No","Yes","Yes","No",""
"verkiezingsuitslagen.nl","https://verkiezingsuitslagen.nl","No","Yes","Yes","Yes","Ready"
"verkoopbblbezit.nl","http://verkoopbblbezit.nl","No","No","","",""
"verlofadviescollege.nl","https://verlofadviescollege.nl","No","Yes","Yes","Yes",""
"vervangingsfonds.nl","https://www.vervangingsfonds.nl","No","Yes","Yes","No",""
"vervoerregio.nl","https://vervoerregio.nl","No","Yes","Yes","No",""
"verwijzingsportaalbankgegevens.nl","https://verwijzingsportaalbankgegevens.nl","No","Yes","Yes","Yes",""
"veterinairtuchtcollege.nl","https://veterinairtuchtcollege.nl","No","Yes","Yes","Yes",""
"veva.nl","https://veva.nl","No","Yes","Yes","Yes",""
"vggm.nl","https://www.vggm.nl","No","Yes","Yes","No",""
"vianen.nl","http://www.vianen.nl","Yes","No","","",""
"vib-check.nl","http://www.vib-check.nl","No","No","","",""
"vijfheerenlanden.nl","http://vijfheerenlanden.nl","No","Yes","No","Yes",""
"visitaties.nl","https://visitaties.nl","No","Yes","Yes","No",""
"vixia.eu","http://www.vixia.eu","No","No","","",""
"vlaardingen.nl","https://www.vlaardingen.nl","No","Yes","Yes","Yes",""
"vlieland.nl","https://www.vlieland.nl","No","Yes","Yes","Yes",""
"vlissingen.nl","https://www.vlissingen.nl","No","Yes","Yes","Yes",""
"vnog.nl","https://www.vnog.nl","No","Yes","Yes","No",""
"voerendaal.nl","https://www.voerendaal.nl","No","Yes","Yes","Yes",""
"volgdetweedekamer.nl","http://volgdetweedekamer.nl","No","No","","",""
"volksgezondheidenzorg.info","https://www.volksgezondheidenzorg.info","No","Yes","Yes","Yes",""
"voorkomongevallen.zelfinspectie.nl","https://voorkomongevallen.zelfinspectie.nl","No","Yes","Yes","Yes",""
"voorschoten.nl","https://www.voorschoten.nl","No","Yes","Yes","Yes",""
"voorst.nl","https://voorst.nl","No","Yes","Yes","Yes",""
"vr-rr.nl","https://vr-rr.nl","No","Yes","Yes","No",""
"vraagbaakiv3gemeenten.nl","http://vraagbaakiv3gemeenten.nl","No","Yes","No","No",""
"vraaghetdepolitie.nl","https://www.vraaghetdepolitie.nl","No","Yes","Yes","Yes",""
"vrbn.nl","https://www.vrbn.nl","No","Yes","Yes","Yes",""
"vrbzo.nl","https://www.vrbzo.nl","No","Yes","Yes","No",""
"vrd.nl","https://www.vrd.nl","No","Yes","Yes","Yes",""
"vreemdelingendocumenten.nl","https://www.vreemdelingendocumenten.nl","No","Yes","Yes","No",""
"vreemdelingenvisie.nl","https://www.vreemdelingenvisie.nl","No","Yes","Yes","Yes",""
"vrgooienvechtstreek.nl","https://www.vrgooienvechtstreek.nl","No","Yes","Yes","No",""
"vrgz.nl","http://www.vrgz.nl","No","No","","",""
"vrh.nl","https://www.vrh.nl","No","Yes","Yes","No",""
"vrhm.nl","https://www.vrhm.nl","No","Yes","Yes","No",""
"vrijsselland.nl","https://www.vrijsselland.nl","No","Yes","Yes","No",""
"vrk.nl","https://www.vrk.nl","No","Yes","Yes","No",""
"vrln.nl","https://www.vrln.nl","No","Yes","Yes","Yes",""
"vrtwente.nl","https://vrtwente.nl","No","Yes","Yes","No",""
"vru.nl","https://vru.nl","No","Yes","Yes","No",""
"vrzuidlimburg.nl","http://www.vrzuidlimburg.nl","No","No","","",""
"vsregister.venvn.nl","https://vsregister.venvn.nl","No","Yes","Yes","No",""
"vtv2018.nl","https://www.vtv2018.nl","No","Yes","Yes","Yes",""
"vught.nl","https://vught.nl","No","Yes","Yes","Yes",""
"vuilafvoerbedrijf.nl","http://vuilafvoerbedrijf.nl","No","Yes","No","No",""
"vwscongresmagazine.nl","https://www.vwscongresmagazine.nl","No","Yes","Yes","No",""
"vwshuisstijl.nl","https://vwshuisstijl.nl","No","Yes","Yes","No",""
"vwsnet.nl","https://www.vwsnet.nl","No","Yes","Yes","No",""
"vzvz.nl","https://www.vzvz.nl","No","Yes","Yes","Yes","Ready"
"waadhoeke.nl","https://waadhoeke.nl","No","Yes","Yes","Yes",""
"waagroep.nl","http://waagroep.nl","No","Yes","No","No",""
"waalre.nl","https://www.waalre.nl","No","Yes","Yes","Yes",""
"waalwijk.nl","https://www.waalwijk.nl","No","Yes","Yes","Yes",""
"waarborg.nl","https://waarborg.nl","No","Yes","Yes","No",""
"waarderingskamer.nl","https://www.waarderingskamer.nl","No","Yes","Yes","No",""
"waardlanden.nl","https://waardlanden.nl","No","Yes","Yes","Yes",""
"waarzitwatin.nl","https://waarzitwatin.nl","No","Yes","Yes","No",""
"wabes.nl","http://wabes.nl","No","No","","",""
"waddenfonds.nl","http://waddenfonds.nl","No","No","","",""
"waddensea-worldheritage.org","https://waddensea-worldheritage.org","No","Yes","Yes","No",""
"waddenzee.nl","https://www.waddenzee.nl","No","Yes","Yes","No",""
"waddinxveen.nl","https://www.waddinxveen.nl","No","Yes","Yes","Yes",""
"wageningen.nl","http://wageningen.nl","No","No","","",""
"wassenaar.nl","https://www.wassenaar.nl","No","Yes","Yes","Yes",""
"watdevog.nl","https://watdevog.nl","No","Yes","Yes","No",""
"waterandthedutch.com","http://www.waterandthedutch.com","Yes","No","","",""
"waterberichtgeving.rws.nl","https://waterberichtgeving.rws.nl","No","Yes","Yes","No",""
"waterinfo.rws.nl","http://waterinfo.rws.nl","No","Yes","No","No",""
"waterland.nl","https://waterland.nl","No","Yes","Yes","Yes",""
"waterschaprivierenland.nl","https://www.waterschaprivierenland.nl","No","Yes","Yes","Yes",""
"watvoorhandhaverbenjij.nl","https://watvoorhandhaverbenjij.nl","No","Yes","Yes","No",""
"watziterintabak.nl","https://www.watziterintabak.nl","Yes","Yes","Yes","Yes",""
"wdodelta.nl","https://www.wdodelta.nl","No","Yes","Yes","Yes","Yes"
"wedeka.nl","https://www.wedeka.nl","No","Yes","Yes","No",""
"wedeo.nl","http://www.wedeo.nl","Yes","No","","",""
"weekvanhetgeld.nl","https://www.weekvanhetgeld.nl","No","Yes","Yes","No",""
"weeralarm.nl","http://www.weeralarm.nl","No","No","","",""
"weert.nl","https://weert.nl","No","Yes","Yes","No",""
"weesp.nl","https://www.weesp.nl","No","Yes","Yes","Yes",""
"weetjewatjijwaardbent.nl","http://weetjewatjijwaardbent.nl","No","No","","",""
"wegtotdewetenschap.nl","https://wegtotdewetenschap.nl","No","Yes","Yes","Yes",""
"wegwijsmetjehuurprijs.nl","https://www.wegwijsmetjehuurprijs.nl","No","Yes","Yes","Yes",""
"wegwijzermensenhandel.nl","https://wegwijzermensenhandel.nl","No","Yes","Yes","Yes",""
"welmon.nl","http://www.welmon.nl","Yes","No","","",""
"welvaartenleefomgeving.nl","https://www.welvaartenleefomgeving.nl","No","Yes","Yes","No",""
"werk.nl","https://www.werk.nl","No","Yes","Yes","No",""
"werkdrukenongewenstgedrag.zelfinspectie.nl","https://werkdrukenongewenstgedrag.zelfinspectie.nl","No","Yes","Yes","Yes",""
"werken.belastingdienst.nl","https://werken.belastingdienst.nl","No","Yes","Yes","Yes",""
"werkenbijbarorganisatie.nl","http://www.werkenbijbarorganisatie.nl","No","Yes","No","No",""
"werkenbijde.nza.nl","https://werkenbijde.nza.nl","No","Yes","Yes","No","Ready"
"werkenbijdeeu.nl","https://www.werkenbijdeeu.nl","No","Yes","Yes","Yes",""
"werkenbijdefensie.nl","https://werkenbijdefensie.nl","No","Yes","Yes","Yes",""
"werkenbijdeoverheid.nl","https://www.werkenbijdeoverheid.nl","No","Yes","Yes","No",""
"werkendam.nl","https://www.werkendam.nl","Yes","Yes","Yes","Yes",""
"werkenmetdbcs.nza.nl","https://werkenmetdbcs.nza.nl","No","Yes","Yes","No",""
"werkenvoorderva.nl","https://www.werkenvoorderva.nl","No","Yes","Yes","Yes",""
"werkenvoorinternationaleorganisaties.nl","https://www.werkenvoorinternationaleorganisaties.nl","No","Yes","Yes","Yes",""
"werkenvoornederland.nl","https://www.werkenvoornederland.nl","No","Yes","Yes","No",""
"werkorganisatiedrutenwijchen.nl","https://www.werkorganisatiedrutenwijchen.nl","No","Yes","Yes","Yes",""
"werkorganisatieduivenvoorde.nl","https://www.werkorganisatieduivenvoorde.nl","No","Yes","Yes","Yes",""
"werkplein-ability.nl","https://www.werkplein-ability.nl","No","Yes","Yes","No",""
"werkpleinhartvanwest-brabant.nl","http://werkpleinhartvanwest-brabant.nl","No","Yes","No","Yes",""
"werkplus.rijkstalentencentrum.nl","https://werkplus.rijkstalentencentrum.nl","No","Yes","Yes","No",""
"werkzaakrivierenland.nl","https://www.werkzaakrivierenland.nl","No","Yes","Yes","Yes",""
"west-brabant.eu","https://www.west-brabant.eu","No","Yes","Yes","No",""
"westervoort.nl","https://www.westervoort.nl","No","Yes","Yes","Yes",""
"westerwolde.nl","https://westerwolde.nl","No","Yes","Yes","Yes",""
"westfriesarchief.nl","https://www.westfriesarchief.nl","No","Yes","Yes","Yes","Ready"
"westmaasenwaal.nl","https://www.westmaasenwaal.nl","No","Yes","Yes","Yes",""
"westrom.nl","https://www.westrom.nl","No","Yes","Yes","Yes",""
"weststellingwerf.nl","https://www.weststellingwerf.nl","No","Yes","Yes","Yes",""
"westvoorne.nl","https://www.westvoorne.nl","No","Yes","Yes","Yes",""
"wetterskipfryslan.nl","https://www.wetterskipfryslan.nl","No","Yes","Yes","Yes","Ready"
"wezo.nl","https://www.wezo.nl","No","Yes","Yes","No",""
"wge-cce.org","http://www.wge-cce.org","Yes","No","","",""
"whofic.nl","https://whofic.nl","No","Yes","Yes","Yes",""
"wierden.nl","https://www.wierden.nl","No","Yes","Yes","Yes",""
"wijchen.nl","https://www.wijchen.nl","No","Yes","Yes","Yes",""
"wijdemeren.nl","https://www.wijdemeren.nl","No","Yes","Yes","No",""
"wijkbijduurstede.nl","https://www.wijkbijduurstede.nl","No","Yes","Yes","Yes",""
"wijzeringeldzaken.nl","https://www.wijzeringeldzaken.nl","No","Yes","Yes","No",""
"wil-lekstroom.nl","https://www.wil-lekstroom.nl","No","Yes","Yes","Yes",""
"windenergie.nl","https://www.windenergie.nl","No","Yes","Yes","Yes",""
"windopzee.nl","https://windopzee.nl","No","Yes","Yes","No",""
"winsum.nl","https://www.winsum.nl","Yes","Yes","Yes","Yes",""
"winterswijk.nl","https://winterswijk.nl","No","Yes","Yes","No","Ready"
"wkotool.nl","https://wkotool.nl","No","Yes","Yes","Yes",""
"wlo2015.nl","https://www.wlo2015.nl","No","Yes","Yes","No",""
"wmowerkplaatsen.nl","http://www.wmowerkplaatsen.nl","Yes","Yes","Yes","No",""
"wnk.nl","https://wnk.nl","No","Yes","Yes","No",""
"wnra.nl","https://www.wnra.nl","No","Yes","Yes","Yes",""
"wodc-repris.nl","http://wodc-repris.nl","No","Yes","No","Yes",""
"wodc.nl","https://wodc.nl","No","Yes","Yes","Yes",""
"woensdrecht.nl","https://www.woensdrecht.nl","No","Yes","Yes","Yes",""
"woerden.nl","https://www.woerden.nl","No","Yes","Yes","Yes",""
"woningmarktbeleid.nl","https://www.woningmarktbeleid.nl","No","Yes","Yes","Yes",""
"wormerland.nl","https://www.wormerland.nl","No","Yes","Yes","Yes",""
"woudenberg.nl","https://www.woudenberg.nl","No","Yes","Yes","Yes","Yes"
"woudrichem.nl","https://www.woudrichem.nl","Yes","Yes","Yes","Yes",""
"wozl.nl","http://www.wozl.nl","No","No","","",""
"wozwaardeloket.nl","http://www.wozwaardeloket.nl","No","Yes","No","Yes",""
"wpm.nl","http://www.wpm.nl","Yes","No","","",""
"wrij.nl","https://www.wrij.nl","No","Yes","Yes","Yes",""
"wrr.nl","https://www.wrr.nl","No","Yes","Yes","Yes",""
"wsd-groep.nl","https://wsd-groep.nl","No","Yes","Yes","No",""
"wshd.nl","https://www.wshd.nl","No","Yes","Yes","No","Ready"
"wspparkstad.nl","http://www.wspparkstad.nl","No","No","","",""
"wtzi.nl","https://www.wtzi.nl","No","Yes","Yes","Yes",""
"wvk-groep.nl","https://www.wvk-groep.nl","No","Yes","Yes","Yes",""
"wvs-nb.nl","http://www.wvs-nb.nl","Yes","Yes","No","No",""
"wvs.nl","https://www.wvs.nl","No","Yes","Yes","No",""
"xlpark.nl","http://www.xlpark.nl","Yes","No","","",""
"zaanstad.nl","https://www.zaanstad.nl","No","Yes","Yes","No",""
"zakendoeninchina.org","http://zakendoeninchina.org","No","Yes","No","No",""
"zaltbommel.nl","https://www.zaltbommel.nl","No","Yes","Yes","Yes",""
"zandvoort.nl","https://zandvoort.nl","No","Yes","Yes","Yes","Ready"
"zboregister.overheid.nl","https://zboregister.overheid.nl","No","Yes","Yes","Yes",""
"zederik.nl","https://www.zederik.nl","Yes","Yes","Yes","No",""
"zeeland.nl","https://www.zeeland.nl","No","Yes","Yes","Yes",""
"zeelandseaports.com","http://www.zeelandseaports.com","Yes","Yes","No","No",""
"zeelandveilig.nl","https://www.zeelandveilig.nl","No","Yes","Yes","Yes",""
"zeeuwsarchief.nl","https://www.zeeuwsarchief.nl","No","Yes","Yes","Yes",""
"zeeuwsemuziekschool.nl","https://www.zeeuwsemuziekschool.nl","No","Yes","Yes","No",""
"zeeweringen.nl","http://zeeweringen.nl","No","No","","",""
"zeewolde.nl","https://www.zeewolde.nl","No","Yes","Yes","Yes",""
"zeist.nl","https://www.zeist.nl","No","Yes","Yes","Yes",""
"zelfinspectie.nl","https://www.zelfinspectie.nl","No","Yes","Yes","Yes",""
"zeroemissiedoelgroepenvervoer.nl","https://zeroemissiedoelgroepenvervoer.nl","No","Yes","Yes","No",""
"zeteenstreepdoordiscriminatie.nl","https://www.zeteenstreepdoordiscriminatie.nl","No","Yes","Yes","Yes",""
"zevenaar.nl","https://www.zevenaar.nl","No","Yes","Yes","Yes",""
"zhzveilig.nl","https://www.zhzveilig.nl","No","Yes","Yes","No",""
"zijnjullieeraluit.nl","https://www.zijnjullieeraluit.nl","No","Yes","Yes","Yes",""
"zoekuwenergielabel.nl","https://www.zoekuwenergielabel.nl","Yes","Yes","Yes","No",""
"zoetermeer.nl","https://www.zoetermeer.nl","No","Yes","Yes","Yes",""
"zoeterwoude.nl","https://www.zoeterwoude.nl","No","Yes","Yes","Yes",""
"zonmw.nl","https://www.zonmw.nl","No","Yes","Yes","No",""
"zorgcijfers.nza.nl","https://zorgcijfers.nza.nl","No","Yes","Yes","No",""
"zorgcijfersdatabank.nl","https://www.zorgcijfersdatabank.nl","No","Yes","Yes","Yes",""
"zorgclustertool.nl","https://www.zorgclustertool.nl","No","Yes","Yes","No","Yes"
"zorgcsp.nl","https://zorgcsp.nl","No","Yes","Yes","Yes",""
"zorginstituutnederland.nl","https://www.zorginstituutnederland.nl","No","Yes","Yes","Yes",""
"zorginzicht.nl","https://www.zorginzicht.nl","No","Yes","Yes","No",""
"zorgopdekaart.nl","https://www.zorgopdekaart.nl","No","Yes","Yes","No",""
"zorgpact.nl","http://www.zorgpact.nl","Yes","Yes","Yes","No",""
"zorgproducten.nza.nl","https://zorgproducten.nza.nl","No","Yes","Yes","No",""
"zorgvannu.nl","https://www.zorgvannu.nl","No","Yes","Yes","No",""
"zorgvoorinnoveren.nl","https://www.zorgvoorinnoveren.nl","No","Yes","Yes","No",""
"zovar.nl","https://www.zovar.nl","No","Yes","Yes","Yes",""
"zrd.nl","https://www.zrd.nl","No","Yes","Yes","No",""
"zuid-holland.nl","https://www.zuid-holland.nl","No","Yes","Yes","Yes",""
"zuid-west380kv.nl","https://www.zuid-west380kv.nl","No","Yes","Yes","No",""
"zuidelijkerekenkamer.nl","https://www.zuidelijkerekenkamer.nl","No","Yes","Yes","No",""
"zuiderzeeland.nl","https://www.zuiderzeeland.nl","No","Yes","Yes","Yes",""
"zuidhorn.nl","https://www.zuidhorn.nl","Yes","Yes","Yes","Yes",""
"zuidplas.nl","https://www.zuidplas.nl","No","Yes","Yes","Yes",""
"zundert.nl","https://www.zundert.nl","No","Yes","Yes","Yes",""
"zutphen.nl","http://zutphen.nl","No","Yes","No","No",""
"zwartewaterland.nl","https://zwartewaterland.nl","No","Yes","Yes","No",""
"zwijndrecht.nl","https://zwijndrecht.nl","No","Yes","Yes","No",""
"zwolle.nl","https://www.zwolle.nl","No","Yes","Yes","Yes",""
